Date ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
09-Oct-14,514.95,522.5,513.3,509,518.3,520.6,517.72,542.6,332.1,"37,18,984","1,92,53,90,061.10","46,067"
10-Oct-14,514.5,514.5,489.35,520.6,494.9,492.7,497.19,542.6,332.1,"74,55,947","3,70,70,52,794.45","1,05,107"
13-Oct-14,490,498.2,480.05,492.7,496.1,496.25,489.6,542.6,332.1,"51,38,424","2,51,57,86,061.70","93,101"
14-Oct-14,498.9,500.2,486.1,496.25,489.25,488,490.67,542.6,332.1,"38,45,609","1,88,69,09,888.40","76,433"
16-Oct-14,485.45,501.1,481.7,488,484.45,483.8,492.28,542.6,332.1,"65,73,240","3,23,58,55,235.00","1,08,403"
17-Oct-14,483.75,483.75,468,483.8,475.35,475.8,475.83,542.6,332.1,"94,93,560","4,51,73,50,661.20","1,26,647"
20-Oct-14,487.9,497,484.6,475.8,493.2,494.65,492.88,542.6,332.1,"57,77,633","2,84,76,97,750.70","75,362"
21-Oct-14,499.05,504.15,493.75,494.65,502.8,501.45,500.06,542.6,332.1,"39,30,435","1,96,54,72,534.00","61,751"
22-Oct-14,508.65,520.5,508.65,501.45,518.65,519.15,515.4,542.6,332.1,"57,80,947","2,97,94,95,013.95","86,037"
23-Oct-14,519,519,514.6,519.15,515.45,515.65,516.31,542.6,332.1,"5,42,351","28,00,23,827.85","7,973"
27-Oct-14,517,518,502.25,515.65,503.3,503.7,506.9,542.6,332.1,"31,43,561","1,59,34,82,782.40","52,206"
28-Oct-14,505.7,511.3,503.05,503.7,509,508.65,508.4,542.6,332.1,"23,96,689","1,21,84,68,774.65","35,757"
29-Oct-14,515.5,527.45,515.5,508.65,525.5,526.2,522.58,542.6,332.1,"43,69,226","2,28,32,90,113.80","66,927"
30-Oct-14,522.35,531.35,520.1,526.2,525,526.95,526.45,542.6,332.1,"61,76,152","3,25,14,42,891.45","78,801"
31-Oct-14,526.35,538.5,520.95,526.95,535.6,535.85,531.79,542.6,332.1,"39,14,563","2,08,17,41,499.55","60,219"
03-Nov-14,530.6,535.9,526.25,535.85,530.8,531.4,530.96,542.6,332.1,"27,64,829","1,46,80,10,301.00","43,675"
05-Nov-14,529,539.8,521.25,531.4,536.2,536,535.48,542.6,332.1,"65,15,021","3,48,86,61,551.70","77,697"
